Spearman_allwords,Spearman_dependents,adjacent_post,adjacent_tag,id,label,nearest_dep,nearest_dep_tag,pmi_adjacent,pmi_neardep,root_verb
0.333036692,0,ordered,VBN,wsj_0015.1.0,ref,ordered,VBN,0.506381559,0.506381559,was
0.020062451,0,ordered,VBN,wsj_0015.1.1,post-adj2,ordered,VBN,0.506381559,0.506381559,was
0,0,,,wsj_0015.5.0,ref,Curry,NNP,0,-0.405923499,said
0,0,Judge,NNP,wsj_0015.5.1,quote,Curry,NNP,-0.405923499,-0.405923499,said
0.502920195,0,be,VB,wsj_0015.7.0,ref,be,VB,0.506381559,0.506381559,will
0.440055171,0,be,VB,wsj_0015.7.1,post-adj2,be,VB,0.506381559,0.506381559,will
-0.5,-1,at,IN,wsj_0015.11.0,ref,at,IN,-2.88295062,-2.88295062,closed
-0.5,-1,at,IN,wsj_0015.11.1,pre-adj2,at,IN,-2.88295062,-2.88295062,closed
0.186942342,0,been,VBN,wsj_0015.16.0,ref,been,VBN,0.506381559,0.506381559,has
0.1969126,0,been,VBN,wsj_0015.16.1,post-adj3,been,VBN,0.506381559,0.506381559,has
0.032403339,0,been,VBN,wsj_0015.16.2,post-adj3,been,VBN,0.506381559,0.506381559,has
0.092224888,0,been,VBN,wsj_0015.16.3,post-adj3,been,VBN,0.506381559,0.506381559,has
0.022433081,0,been,VBN,wsj_0015.16.4,post-adj3,been,VBN,0.506381559,0.506381559,has
0.127120792,0,been,VBN,wsj_0015.16.5,post-adj3,been,VBN,0.506381559,0.506381559,has
-0.092608473,0,seeking,VBG,wsj_0015.22.0,ref,seeking,VBG,0.506381559,0.506381559,is
0,0,seeking,VBG,wsj_0015.22.1,post-adv,seeking,VBG,0.506381559,0.506381559,is
0,0,,,wsj_0016.1.0,ref,Association,NNP,0,-0.405923499,said
-0.707106781,0,the,DT,wsj_0016.1.1,quote,Association,NNP,-4.972718629,-0.405923499,said
0,0,,,wsj_0016.1.2,post-adj2,Association,NNP,0,-0.405923499,said
-0.753702346,-1,from,IN,wsj_0016.5.0,ref,from,IN,-2.88295062,-2.88295062,grew
0.463816829,1,to,TO,wsj_0016.5.1,post-adj2,to,TO,0.903833231,0.903833231,grew
0,0,,,wsj_0017.2.0,ref,company,NN,0,0.301443272,said
-1,0,the,DT,wsj_0017.2.1,quote,company,NN,-4.972718629,0.301443272,said
0.866025404,0,its,PRP$,wsj_0018.2.0,ref,so,RB,0.701568669,0.508775923,is
0.866025404,0,its,PRP$,wsj_0018.2.1,post-adj2,so,RB,0.701568669,0.508775923,is
-0.173939864,0,that,IN,wsj_0018.3.0,ref,that,IN,-2.88295062,-2.88295062,disclosed
-0.223798113,0,that,IN,wsj_0018.3.1,post-adv,that,IN,-2.88295062,-2.88295062,disclosed
-0.123045031,0,that,IN,wsj_0018.4.0,ref,that,IN,-2.88295062,-2.88295062,said
-0.120188264,0,that,IN,wsj_0018.4.1,pre-adv,that,IN,-2.88295062,-2.88295062,said
-0.188003116,0,been,VBN,wsj_0018.5.0,ref,been,VBN,0.506381559,0.506381559,have
-0.433766423,0,been,VBN,wsj_0018.5.1,post-adv,been,VBN,0.506381559,0.506381559,have
0.81167945,1,n't,RB,wsj_0018.6.0,ref,n't,RB,0.508775923,0.508775923,had
0.81167945,1,n't,RB,wsj_0018.6.1,post-adv,n't,RB,0.508775923,0.508775923,had
-0.5,0,in,IN,wsj_0018.7.0,ref,in,IN,-2.88295062,-2.88295062,said
0.300631874,1,Cray,NNP,wsj_0018.7.1,quote,officer,NN,-0.405923499,0.301443272,said
-0.08247861,0,Gary,NNP,wsj_0018.14.0,ref,Smaby,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0018.14.1,iquote,Smaby,NNP,0,-0.405923499,said
0,0,,,wsj_0018.15.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0018.15.1,quote,he,PRP,0.701568669,0.701568669,said
0.064122727,0,to,TO,wsj_0018.23.0,ref,to,TO,0.903833231,0.903833231,are
0.057095579,0,to,TO,wsj_0018.23.1,post-adj2,to,TO,0.903833231,0.903833231,are
0.564288094,0,have,VB,wsj_0018.31.0,ref,have,VB,0.506381559,0.506381559,would
-0.513529085,0,have,VB,wsj_0018.31.1,pre-adv,have,VB,0.506381559,0.506381559,would
0.057977104,0,paid,VBN,wsj_0018.33.0,ref,paid,VBN,0.506381559,0.506381559,was
-0.162168743,0,paid,VBN,wsj_0018.33.1,dat-np-np,paid,VBN,0.506381559,0.506381559,was
0.347862621,0,paid,VBN,wsj_0018.33.2,post-adj2,paid,VBN,0.506381559,0.506381559,was
0,0,,,wsj_0020.2.0,ref,Hills,NNP,0,-0.405923499,announced
0,0,U.S.,NNP,wsj_0020.2.1,quote,Hills,NNP,-0.405923499,-0.405923499,announced
0,0,,,wsj_0020.2.2,post-adj2,Hills,NNP,0,-0.405923499,announced
0.082909916,0,face,VB,wsj_0020.3.0,ref,face,VB,0.506381559,0.506381559,could
-0.050062617,0,face,VB,wsj_0020.3.1,post-adv,face,VB,0.506381559,0.506381559,could
0,0,,,wsj_0020.8.0,ref,she,PRP,0,0.701568669,said
0,0,she,PRP,wsj_0020.8.1,quote,she,PRP,0.701568669,0.701568669,said
0,0,,,wsj_0020.11.0,ref,Hills,NNP,0,-0.405923499,said
0,0,Mrs.,NNP,wsj_0020.11.1,quote,Hills,NNP,-0.405923499,-0.405923499,said
0.199777931,0,still,RB,wsj_0020.14.0,ref,still,RB,0.508775923,0.508775923,are
0.172030996,0.4,to,TO,wsj_0020.14.1,post-adj2,to,TO,0.903833231,0.903833231,are
0,0,,,wsj_0020.16.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0020.16.1,quote,he,PRP,0.701568669,0.701568669,said
0.195316198,1,n't,RB,wsj_0020.19.0,ref,n't,RB,0.508775923,0.508775923,did
1,1,n't,RB,wsj_0020.19.1,post-adv,n't,RB,0.508775923,0.508775923,did
0.317817834,0,believed,VBN,wsj_0021.2.0,ref,believed,VBN,0.506381559,0.506381559,is
0.049778697,0,believed,VBN,wsj_0021.2.1,post-adv,believed,VBN,0.506381559,0.506381559,is
0.346919226,0,believed,VBN,wsj_0021.2.2,post-adj2,believed,VBN,0.506381559,0.506381559,is
0.478563633,0,paid,VBN,wsj_0021.3.0,ref,paid,VBN,0.506381559,0.506381559,has
0.159521211,0,paid,VBN,wsj_0021.3.1,post-adj2,paid,VBN,0.506381559,0.506381559,has
-0.051298918,0,through,IN,wsj_0021.4.0,ref,through,IN,-2.88295062,-2.88295062,said
-0.197027602,1,Mr.,NNP,wsj_0021.4.1,quote,Rapanelli,NNP,-0.405923499,-0.405923499,said
-0.410177449,-1,in,IN,wsj_0021.6.0,ref,in,IN,-2.88295062,-2.88295062,was
-0.424003655,-0.5,this,DT,wsj_0021.6.1,post-adj2,Carballo,NNP,-4.972718629,-0.405923499,was
-0.171184003,0,said,VBD,wsj_0021.7.0,ref,said,VBD,0.506381559,0.506381559,has
-0.12847655,0,said,VBD,wsj_0021.7.1,dat-np-np,said,VBD,0.506381559,0.506381559,has
-0.041111323,0,a,DT,wsj_0022.6.0,ref,Apple,NNP,-4.972718629,-0.405923499,was
0.015812047,0,a,DT,wsj_0022.6.1,post-adj2,Apple,NNP,-4.972718629,-0.405923499,was
0.316227766,0,been,VBN,wsj_0022.9.0,ref,been,VBN,0.506381559,0.506381559,had
0.632455532,0,been,VBN,wsj_0022.9.1,post-adj2,been,VBN,0.506381559,0.506381559,had
0.056183037,1,an,DT,wsj_0022.13.0,ref,in,IN,-4.972718629,-2.88295062,developed
-0.158803075,1,an,DT,wsj_0022.13.1,post-adv,in,IN,-4.972718629,-2.88295062,developed
0.397802334,1,n't,RB,wsj_0022.16.0,ref,n't,RB,0.508775923,0.508775923,did
0.714285714,1,n't,RB,wsj_0022.16.1,post-adv,n't,RB,0.508775923,0.508775923,did
-0.168340202,-1,Faulding,NNP,wsj_0023.4.0,ref,Faulding,NNP,-0.405923499,-0.405923499,gives
-0.045006934,-1,the,DT,wsj_0023.4.1,dat-np-np,right,NN,-4.972718629,0.301443272,gives
0.043925482,0,be,VB,wsj_0024.1.0,ref,be,VB,0.506381559,0.506381559,will
0.075140612,0,be,VB,wsj_0024.1.1,post-adj3,be,VB,0.506381559,0.506381559,will
-0.013084186,0,be,VB,wsj_0024.1.2,post-adj3,be,VB,0.506381559,0.506381559,will
-0.096449144,0,be,VB,wsj_0024.1.3,post-adj3,be,VB,0.506381559,0.506381559,will
-0.044299316,0,be,VB,wsj_0024.1.4,post-adj3,be,VB,0.506381559,0.506381559,will
0.12729044,0,be,VB,wsj_0024.1.5,post-adj3,be,VB,0.506381559,0.506381559,will
0.580346433,0,be,VB,wsj_0024.4.0,ref,be,VB,0.506381559,0.506381559,will
-0.222260336,0,until,IN,wsj_0024.4.1,post-adv,Output,NN,-2.88295062,0.301443272,will
0.054725937,0,the,DT,wsj_0024.8.0,ref,Esso,NN,-4.972718629,0.301443272,said
-0.291704308,0,the,DT,wsj_0024.8.1,post-adv,Esso,NN,-4.972718629,0.301443272,said
0.155938955,0,President,NNP,wsj_0026.1.0,ref,House,NNP,-0.405923499,-0.405923499,said
0.147826524,0,President,NNP,wsj_0026.1.1,post-adj2,House,NNP,-0.405923499,-0.405923499,said
-0.36587353,-1,about,IN,wsj_0026.8.0,ref,in,IN,-2.88295062,-2.88295062,totaled
0.1753144,1,about,IN,wsj_0026.8.1,post-adj2,according,VBG,-2.88295062,0.506381559,totaled
0,0,,,wsj_0027.1.0,ref,company,NN,0,0.301443272,said
-1,0,the,DT,wsj_0027.1.1,quote,company,NN,-4.972718629,0.301443272,said
0,0,,,wsj_0027.2.0,ref,Magna,NNP,0,-0.405923499,said
0,0,,,wsj_0027.2.1,post-adv,Magna,NNP,0,-0.405923499,said
0,0,Magna,NNP,wsj_0027.2.2,quote,Magna,NNP,-0.405923499,-0.405923499,said
0.029967802,0,left,VBN,wsj_0027.4.0,ref,left,VBN,0.506381559,0.506381559,has
-0.006154575,0,left,VBN,wsj_0027.4.1,post-adv,left,VBN,0.506381559,0.506381559,has
0.076210304,0,reported,VBN,wsj_0027.5.0,ref,reported,VBN,0.506381559,0.506381559,has
0.399341992,0,reported,VBN,wsj_0027.5.1,post-adj2,reported,VBN,0.506381559,0.506381559,has
0,0,up,RB,wsj_0027.7.0,ref,up,RB,0.508775923,0.508775923,closed
0,0,up,RB,wsj_0027.7.1,pre-adj2,up,RB,0.508775923,0.508775923,closed
0.173453695,0,Mr.,NNP,wsj_0027.13.0,ref,Magna,NNP,-0.405923499,-0.405923499,said
-0.24030564,0,Mr.,NNP,wsj_0027.13.1,post-adv,Magna,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0029.1.0,ref,Association,NNP,0,-0.405923499,said
-0.654653671,0,the,DT,wsj_0029.1.1,quote,Association,NNP,-4.972718629,-0.405923499,said
-0.737864787,0,at,IN,wsj_0029.2.0,ref,at,IN,-2.88295062,-2.88295062,said
0.077051413,1,Fannie,NNP,wsj_0029.2.1,quote,chairman,NN,-0.405923499,0.301443272,said
0.032961586,0,assembled,VBN,wsj_0029.7.0,ref,assembled,VBN,0.506381559,0.506381559,were
-0.312165611,0,assembled,VBN,wsj_0029.7.1,post-adj2,assembled,VBN,0.506381559,0.506381559,were
0.058197419,0,designed,VBN,wsj_0029.9.0,ref,designed,VBN,0.506381559,0.506381559,are
-0.004807613,0,designed,VBN,wsj_0029.9.1,post-adv,designed,VBN,0.506381559,0.506381559,are
-0.440259333,0,operating,VBG,wsj_0031.2.0,ref,operating,VBG,0.506381559,0.506381559,is
-0.466879969,0,operating,VBG,wsj_0031.2.1,dat-np-np,operating,VBG,0.506381559,0.506381559,is
-0.248788349,0,operating,VBG,wsj_0031.2.2,post-adv,operating,VBG,0.506381559,0.506381559,is
0,0,,,wsj_0033.1.0,ref,Ministry,NNP,0,-0.405923499,said
-0.866025404,0,the,DT,wsj_0033.1.1,quote,Ministry,NNP,-4.972718629,-0.405923499,said
0,0,,,wsj_0033.1.2,post-adj3,Ministry,NNP,0,-0.405923499,said
0,0,,,wsj_0033.1.3,post-adj3,Ministry,NNP,0,-0.405923499,said
0,0,,,wsj_0033.1.4,post-adj3,Ministry,NNP,0,-0.405923499,said
0,0,,,wsj_0033.1.5,post-adj3,Ministry,NNP,0,-0.405923499,said
0,0,,,wsj_0033.1.6,post-adj3,Ministry,NNP,0,-0.405923499,said
0.220429102,0,been,VBN,wsj_0034.3.0,ref,been,VBN,0.506381559,0.506381559,have
0.473856573,0,been,VBN,wsj_0034.3.1,post-adj2,been,VBN,0.506381559,0.506381559,have
0.085965051,0,George,NNP,wsj_0034.7.0,ref,Foot,NNP,-0.405923499,-0.405923499,quips
0,0,,,wsj_0034.7.1,iquote,Foot,NNP,0,-0.405923499,quips
-0.567397681,0,the,DT,wsj_0034.8.0,ref,explosion,NN,-4.972718629,0.301443272,mirrors
-0.45069457,0,the,DT,wsj_0034.8.1,post-adv,explosion,NN,-4.972718629,0.301443272,mirrors
-0.146863177,0,Michael,NNP,wsj_0034.13.0,ref,Porter,NNP,-0.405923499,-0.405923499,says
-0.146863177,0,Michael,NNP,wsj_0034.13.1,post-adv,Porter,NNP,-0.405923499,-0.405923499,says
0,0,,,wsj_0034.13.2,iquote,Porter,NNP,0,-0.405923499,says
0.04686013,0,scrambled,VBN,wsj_0034.15.0,ref,scrambled,VBN,0.506381559,0.506381559,have
0.348520211,1,scrambled,VBN,wsj_0034.15.1,pre-adv,scrambled,VBN,0.506381559,0.506381559,have
0.04686013,0,scrambled,VBN,wsj_0034.15.2,post-adj2,scrambled,VBN,0.506381559,0.506381559,have
0.231908414,0,about,RB,wsj_0034.23.0,ref,Fund,NNP,0.508775923,-0.405923499,plunged
0.39893119,1,about,RB,wsj_0034.23.1,pre-adv,Fund,NNP,0.508775923,-0.405923499,plunged
0.530158962,0,clobbered,VBN,wsj_0034.24.0,ref,clobbered,VBN,0.506381559,0.506381559,were
-0.048196269,0,clobbered,VBN,wsj_0034.24.1,post-adj2,clobbered,VBN,0.506381559,0.506381559,were
-0.084920038,0,that,IN,wsj_0034.25.0,ref,that,IN,-2.88295062,-2.88295062,is
-0.084920038,0,that,IN,wsj_0034.25.1,post-adj2,that,IN,-2.88295062,-2.88295062,is
0,0,,,wsj_0034.28.0,ref,specialists,NNS,0,0.301443272,say
-1,0,some,DT,wsj_0034.28.1,quote,specialists,NNS,-4.972718629,0.301443272,say
0.666736691,0,jumped,VBN,wsj_0034.31.0,ref,jumped,VBN,0.506381559,0.506381559,have
0.666736691,0,jumped,VBN,wsj_0034.31.1,post-adj2,jumped,VBN,0.506381559,0.506381559,have
0,0,Smith,NNP,wsj_0034.32.0,ref,Porter,NNP,-0.405923499,-0.405923499,says
