id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,root_cluster
cf01.16.5,-0.233,0.169,-0.19803805094227123,0.47280542884465027,4
cf01.20.0,-1.125,0.035,0.37324869205811934,-0.9999999999999999,19
cf01.20.1,-1.125,0.035,0.34214852839122195,-0.39999999999999997,19
cf01.26.0,-0.223,-0.246,-0.5,0.5,51
cf01.26.1,-0.223,-0.246,-0.47717282971914476,-0.19999999999999998,51
cf01.28.0,0.271,-0.474,0.04003482804316753,-0.9999999999999999,19
cf01.28.1,0.271,-0.474,0.15523365605737838,-0.39999999999999997,19
cf01.30.0,0.391,0.086,-0.25874125874125875,-0.9999999999999999,51
cf01.30.1,0.391,0.086,-0.1660568860664567,-0.39999999999999997,51
cf01.31.0,-0.347,-0.442,0.1904908715575329,0.9999999999999999,7
cf01.31.1,-0.925,0.193,0.14266496909405016,0.9999999999999999,55
cf01.31.2,-0.347,-0.442,0.20280909456562657,0.9999999999999999,7
cf01.33.0,0.096,-0.391,0.13484195798828622,-0.7999999999999999,54
cf01.33.1,0.096,-0.391,-0.39999999999999997,-1.0,54
cf01.40.0,-0.474,-0.41,-0.04211884045002203,-0.9999999999999999,37
cf01.40.1,-0.474,-0.41,-0.04211884045002203,-0.9999999999999999,37
cf01.43.0,0.271,-0.474,-0.5,-0.9999999999999999,19
cf01.43.1,0.271,-0.474,-0.25,-0.9999999999999999,19
cf01.49.0,1.481,0.976,-0.11036176200646736,-0.7999999999999999,46
cf01.49.1,1.481,0.976,0.5000000000000001,-0.9999999999999999,46
cf01.52.0,-0.008,0.035,-0.10188853814705082,-1.0,19
cf01.52.1,-0.233,0.169,-0.08521695348332123,0.19999999999999998,4
cf01.54.0,-1.089,-0.21,-0.06937666244992392,0.19999999999999998,46
cf01.54.1,-1.089,-0.21,-0.06999779849633944,-0.02898855178262242,46
cf01.54.2,-1.089,-0.21,-0.03180844272214422,-0.02898855178262242,46
cf01.55.0,-0.8,-0.005,0.021962319185922174,0.6,37
cf01.55.1,-0.8,-0.005,0.021962319185922174,0.6,37
cf01.57.0,0.508,-0.492,-0.2975217901113107,-0.9999999999999999,51
cf01.57.1,0.508,-0.492,-0.48143099189563826,-0.9999999999999999,51
cf01.58.0,-0.855,-0.131,0.06173930906536708,0.9999999999999999,8
cf01.58.1,0.344,0.602,0.2604747165606917,-0.19999999999999998,51
cf01.58.2,-0.855,-0.131,0.06173930906536708,0.9999999999999999,8
cf01.59.0,0.391,0.086,0.1792186048579383,-0.39999999999999997,51
cf01.59.1,0.391,0.086,-0.032041634238433536,-0.39999999999999997,51
cf01.61.0,-0.239,-0.562,-0.1036604636642477,-0.9999999999999999,46
cf01.61.1,-0.138,-0.618,-0.12091750446985067,0.39999999999999997,4
cf01.63.0,-1.211,-0.281,0.000493096886730257,0.5,37
cf01.63.1,-1.211,-0.281,-0.0081391121870379,0.5,37
cf02.3.0,-0.314,0.474,0.5437086777374351,-0.3188740696088466,38
cf02.3.1,-0.314,0.474,0.42551723489765747,0.3188740696088466,38
cf02.3.2,-0.314,0.474,0.564879386953101,-0.20291986247835694,38
cf02.4.0,-0.208,-0.014,-0.14685314685314685,-0.5,37
cf02.4.1,-0.208,-0.014,0.9999999999999999,-0.9999999999999999,37
cf02.4.2,-0.208,-0.014,-0.34965034965034975,-0.5,37
cf02.5.0,-0.575,-0.295,-0.2688253125610422,-0.9999999999999999,19
cf02.5.1,-0.138,-0.618,-0.0749838139505916,0.39999999999999997,4
cf02.5.2,-0.575,-0.295,-0.2807050502720341,-0.9999999999999999,19
cf02.7.0,-0.541,-0.692,-0.48869453909923266,0.9999999999999999,4
cf02.7.1,0.028,-0.45,0.2542738138578039,-0.9999999999999999,51
cf02.13.0,-0.311,-0.131,0.0720611652979784,-0.5428571428571429,8
cf02.13.1,-0.311,-0.131,0.042259826239864774,-0.5428571428571429,8
cf02.13.2,-0.311,-0.131,0.10261609920925742,0.14285714285714288,8
cf02.15.0,0.508,-0.492,-0.70024533375118,-0.9999999999999999,51
cf02.15.1,0.508,-0.492,-0.5629423271333016,-0.9999999999999999,51
cf02.18.0,-0.373,-0.358,-0.44720278368655836,1.0,4
cf02.18.1,-0.373,-0.358,-0.2571802540599131,1.0,4
cf02.19.0,0.707,-0.653,-0.019493181502968214,-0.6000000000000001,8
cf02.19.1,0.707,-0.653,0.14694420746740958,-0.7999999999999999,8
cf02.28.0,-0.088,0.41,0.337373884898316,-0.5,51
cf02.28.1,-0.088,0.41,0.337373884898316,-0.5,51
cf02.28.2,-0.088,0.41,0.337373884898316,-1.0,51
cf02.32.0,-0.04,-1.1,-0.7455302788783884,0.9999999999999999,4
cf02.32.1,-0.04,-1.1,-0.7510323473571958,0.9999999999999999,4
cf02.35.0,-0.219,-0.584,-0.1146811805953223,-0.5,8
cf02.35.1,-0.219,-0.584,0.04144888520148725,-0.6,8
cf02.38.0,1.297,0.455,0.028571428571428574,-1.0,51
cf02.38.1,1.297,0.455,0.2359789681022559,-0.7,51
cf02.48.0,1.764,0.293,0.18333333333333335,-0.9999999999999999,51
cf02.48.1,1.764,0.293,0.18333333333333335,-0.9999999999999999,51
cf02.49.0,0.028,-0.202,0.29537701743018174,0.9999999999999999,4
cf02.49.1,0.028,-0.202,-0.051920037037210674,0.9999999999999999,4
cf02.50.0,0.508,-0.492,0.06662319951708222,-0.9999999999999999,51
cf02.50.1,0.508,-0.492,0.11278044885571434,-0.9999999999999999,51
cf02.52.0,-0.415,-0.802,-0.49999999999999994,0.9999999999999999,8
cf02.52.1,-0.415,-0.802,-0.642857142857143,0.9999999999999999,8
cf02.57.0,-1.321,-0.629,-0.6571428571428573,0.9999999999999999,49
cf02.57.1,-1.247,-0.508,0.0,0.0,17
cf02.61.0,-1.501,-0.399,-0.23636363636363633,0.7,4
cf02.61.1,-1.501,-0.399,-0.18787878787878787,0.7,4
cf02.62.0,-0.468,-0.112,-0.4400279219178612,-0.39999999999999997,37
cf02.62.1,-0.468,-0.112,-0.384424255291932,-0.39999999999999997,37
cf02.62.2,-0.468,-0.112,-0.21246635108983367,0.0,37
cf02.64.0,-0.751,0.009,-0.20632756795527354,1.0,38
cf02.64.1,-0.751,0.009,-0.20632756795527354,1.0,38
cf02.65.0,-2.472,-0.648,-0.416316554547787,0.8285714285714287,4
cf02.65.1,-0.366,-0.08,-0.4761904761904762,-0.19999999999999998,46
cf02.66.0,-0.669,-0.244,0.0,0.0,46
cf02.66.1,1.224,0.528,0.9999999999999999,-0.9999999999999999,54
cf02.70.0,0.508,-0.492,-0.12024548928867065,-0.9999999999999999,51
cf02.70.1,0.508,-0.492,-0.9999999999999999,-0.9999999999999999,51
cf02.72.0,-0.09,-0.036,-0.3208722994468367,0.9999999999999999,4
cf02.72.1,-0.09,-0.036,-0.2331687739809873,0.9999999999999999,4
cf02.73.0,-0.707,-0.667,-0.5428571428571429,-0.9999999999999999,46
cf02.73.1,-0.573,-0.37,-0.14285714285714288,-0.9999999999999999,46
cf02.88.0,-1.647,-0.786,-0.7999999999999999,0.5,4
cf02.88.1,-0.09,-0.036,-0.39999999999999997,0.5,4
cf02.101.0,-0.394,-0.653,0.0014283182912821198,0.9999999999999999,38
cf02.101.1,-0.394,-0.653,-0.01321151462844028,0.9999999999999999,38
cf02.106.0,0.508,-0.492,-0.2686238758526306,-0.9999999999999999,51
cf02.106.1,0.508,-0.492,-0.20712625252460554,-0.9999999999999999,51
cf02.106.2,0.508,-0.492,-0.07226346007260397,-0.39999999999999997,51
cf02.111.0,-0.641,-0.399,-0.24417196294332102,0.39999999999999997,4
cf02.111.1,-0.208,-0.014,-0.09523809523809526,-0.7999999999999999,37
cf02.112.0,0.299,-0.516,-0.09999999999999999,-0.09999999999999999,8
cf02.112.1,-1.0,-0.392,-0.46169025843831935,0.35909242322980395,8
cf02.112.2,-1.0,-0.392,-0.49999999999999994,0.9999999999999999,8
cf02.112.3,0.299,-0.516,-0.6155870112510925,0.20519567041703085,8
cf02.112.4,0.081,-0.306,-0.6,0.3714285714285715,38
cf02.112.5,-0.522,-1.308,-0.8207826816681234,0.20519567041703085,38
cf02.117.0,-0.262,0.143,0.6506496351610379,-1.0,38
cf02.117.1,-0.751,0.009,0.6265515005254438,-0.5,38
cf02.118.0,-0.314,0.474,-0.300382142769359,0.6,38
cf02.118.1,-0.314,0.474,-0.19217851030354063,-0.19999999999999998,38
cf02.120.0,1.045,0.372,0.6611595335806904,-1.0,19
cf02.120.1,1.045,0.372,0.6409909777810497,-1.0,19
cf03.1.0,-1.055,-0.58,-0.1463277069692168,1.0,4
cf03.1.1,-0.546,-0.298,0.08571428571428573,-0.9999999999999999,19
cf03.2.0,-0.08,0.375,0.006131209000359298,-0.7378647873726218,46
cf03.2.1,-0.08,0.375,0.047823430202802525,-0.7378647873726218,46
cf03.5.0,0.027,-0.174,0.12758868970058926,-0.5,37
cf03.5.1,0.027,-0.174,0.12157703965328018,-0.5,37
cf03.6.0,-1.715,0.205,0.17950714683399774,0.39999999999999997,37
cf03.6.1,-1.715,0.205,-0.03389838792327783,0.5,37
cf03.8.0,-1.724,-0.109,-0.10312388959531148,1.0,19
cf03.8.1,-0.609,-0.763,-0.09256168729031246,0.20291986247835694,4
cf03.9.0,-0.811,-0.351,-0.06791781085572239,0.9999999999999999,46
cf03.9.1,-0.811,-0.351,0.021447729743912333,0.9999999999999999,46
cf03.10.0,0.039,-0.391,-0.32009141989854006,0.0,54
cf03.10.1,0.039,-0.391,-0.32009141989854006,0.0,54
cf03.11.0,0.508,-0.492,-0.06614449850610288,-0.9999999999999999,51
cf03.11.1,1.564,0.878,0.5,-0.9999999999999999,8
cf03.12.0,1.224,0.528,-0.11515151515151514,-0.19999999999999998,54
cf03.12.1,-0.208,-0.014,0.13939393939393938,-1.0,37
cf03.13.0,0.391,0.086,-0.08720657032612976,-0.6000000000000001,51
cf03.13.1,0.391,0.086,-0.1334571567792045,-0.6,51
cf03.15.0,0.002,0.084,-0.1761456800801684,-0.39999999999999997,46
cf03.15.1,-0.984,-0.299,-0.12544692345192804,-0.09999999999999999,17
cf03.21.0,-1.025,-0.4,0.16724764056830768,0.9999999999999999,46
cf03.21.1,-1.025,-0.4,0.02168505583228727,0.5,46
cf03.25.0,-0.746,-0.538,-0.2743953449935969,0.9999999999999999,51
cf03.25.1,-0.746,-0.538,-0.2743953449935969,0.9999999999999999,51
cf03.28.0,-0.208,-0.014,0.20006730729384845,-0.7999999999999999,37
cf03.28.1,-0.208,-0.014,0.11165652576805134,-0.7999999999999999,37
cf03.31.0,0.508,-0.492,0.028109991414053605,-0.6571428571428573,51
cf03.31.1,0.508,-0.492,0.028109991414053605,-0.6571428571428573,51
cf03.32.0,-0.642,-0.319,0.128272038305351,0.6000000000000001,37
cf03.32.1,-0.642,-0.319,0.03536494605349753,-0.9999999999999999,37
cf03.35.0,1.249,0.652,0.2139313532475623,-0.4103913408340617,8
cf03.35.1,1.249,0.652,0.20605867944805203,-0.4103913408340617,8
cf03.35.2,1.249,0.652,0.2317304418377595,-0.4103913408340617,8
cf03.37.0,0.053,-0.365,-0.02419412740394294,-1.0,46
cf03.37.1,-0.09,-0.036,-0.09517943909154988,0.19999999999999998,4
cf03.40.0,-0.04,-1.1,-0.2744251727572157,0.9999999999999999,4
cf03.40.1,-0.04,-1.1,-0.21723484774814883,0.9999999999999999,4
cf03.42.0,1.224,0.528,0.2526224916431829,-1.0,54
cf03.42.1,1.224,0.528,0.1891897602462006,-1.0,54
cf03.46.0,-0.746,0.41,-0.28809160805960315,0.39999999999999997,51
cf03.46.1,-0.746,0.41,0.028857510639638116,0.39999999999999997,51
cf03.48.0,0.775,-0.391,0.08420338063824052,-1.0,54
cf03.48.1,0.775,-0.391,0.018181818181818184,-0.9999999999999999,54
cf03.50.0,-1.032,-0.739,-0.22958597243132242,0.9999999999999999,46
cf03.50.1,-1.032,-0.739,-0.1929879346182877,0.9999999999999999,46
cf03.50.2,-1.944,-0.353,-0.1153968398156254,0.7999999999999999,4
cf03.51.0,-0.707,-0.667,0.07064232075141857,-0.9999999999999999,46
cf03.51.1,-0.707,0.375,0.2895138250200502,-0.9999999999999999,46
cf03.51.2,-1.241,-0.572,0.1494870799001409,0.39999999999999997,4
cf03.52.0,-0.321,-0.384,0.0470588556463977,-0.9999999999999999,49
cf03.52.1,-0.321,-0.384,0.07927270302765245,-0.9999999999999999,49
cf03.53.0,0.575,-0.099,-0.5636363636363636,-0.9999999999999999,51
cf03.53.1,0.575,-0.099,-0.38181818181818183,-0.9999999999999999,51
cf03.62.0,0.244,0.251,0.6,-0.5,37
cf03.62.1,-1.352,0.251,1.0,0.9999999999999999,37
cf03.63.0,1.297,0.455,-0.28571428571428575,-1.0,51
cf03.63.1,1.297,0.455,0.08875233390124573,-0.9999999999999999,51
cf03.64.0,-1.048,-0.08,0.04479783477952479,0.9999999999999999,46
cf03.64.1,-1.048,-0.08,-0.0041563628177376,0.9999999999999999,46
cf03.64.2,-1.048,-0.08,0.04400612046825189,0.9999999999999999,46
cf03.65.0,-1.125,-0.298,0.03866486078645274,-0.9999999999999999,19
cf03.65.1,-1.125,-0.298,0.03866486078645274,-0.9999999999999999,19
cf03.65.2,-1.125,-0.298,0.332894447911485,-0.39999999999999997,19
cf03.66.0,0.028,-0.45,-0.3406941946627043,-0.9999999999999999,51
cf03.66.1,0.028,-0.45,0.012361767204025029,-0.9999999999999999,51
cf03.67.0,-0.394,-0.653,-0.5779343363791357,0.9999999999999999,38
cf03.67.1,-0.394,-0.653,-0.08867430985636052,0.5,38
cf03.68.0,-0.664,-0.44,-0.0665500144921429,-0.9999999999999999,19
cf03.68.1,-1.241,-0.572,-0.13666474143940394,0.632455532033676,4
cf03.68.2,-0.664,-0.44,-0.0665500144921429,-0.9999999999999999,19
cf03.70.0,-1.885,-0.036,0.023797286026152602,1.0,4
cf03.70.1,-1.885,-0.036,0.027935944465483486,1.0,4
cf04.4.0,0.75,0.251,0.8660254037844387,-0.9999999999999999,37
cf04.4.1,0.75,0.251,0.031489728384272934,-1.0,37
cf04.5.0,0.508,-0.492,-0.32141275641212663,-0.9999999999999999,51
cf04.5.1,0.508,-0.492,-0.32141275641212663,-0.9999999999999999,51
cf04.5.2,0.508,-0.492,-0.08529949675250631,-0.39999999999999997,51
cf04.9.0,-0.468,-0.112,0.29512542083973337,-0.9999999999999999,37
cf04.9.1,-0.468,-0.112,0.28809862510545403,-0.9999999999999999,37
cf04.13.0,1.297,0.455,-0.2031526758181204,-1.0,51
cf04.13.1,1.297,0.455,0.19999999999999998,-1.0,51
cf04.18.0,0.217,-0.045,-0.15449550646982438,-0.9999999999999999,8
cf04.18.1,0.217,-0.045,0.025678656947839152,0.9999999999999999,8
cf04.18.2,0.795,-0.327,-0.0204940072208233,-1.0,51
cf04.23.0,-0.225,-0.89,-0.39023536933418257,-1.0,17
cf04.23.1,-1.089,-0.76,-0.2926654594281359,-0.5,17
cf04.24.0,0.508,-0.492,-0.523919354714936,-0.9999999999999999,51
cf04.24.1,0.508,-0.492,-0.43636363636363645,-0.9999999999999999,51
cf04.28.0,-1.185,-0.292,-0.2027398477702585,0.7999999999999999,37
cf04.28.1,-1.185,-0.292,-0.0973472769381447,0.9999999999999999,37
cf04.28.2,-1.185,-0.292,-0.1502104238961324,0.898645105261295,37
cf04.29.0,0.575,-0.243,-0.5636363636363636,-0.9999999999999999,51
cf04.29.1,0.575,-0.243,-0.5636363636363636,-0.9999999999999999,51
cf04.33.0,0.22,-0.175,-0.33144392054127064,-0.9999999999999999,37
cf04.33.1,0.22,-0.175,-0.32051239281893323,-0.9999999999999999,37
cf04.41.0,-0.455,-0.391,-0.38438922394042213,-0.6,54
cf04.41.1,-0.455,-0.391,-0.40470945467236635,-0.6,54
cf04.50.0,-0.658,-0.365,-0.021068478499955974,-0.39999999999999997,38
cf04.50.1,-0.658,-0.365,-0.10814116488023,0.0,38
cf04.58.0,-0.088,-0.538,-0.04761904761904763,-0.39999999999999997,51
cf04.58.1,0.427,0.155,0.08571428571428573,-1.0,51
cf04.60.0,1.297,0.455,-0.23539765709835875,-1.0,51
cf04.60.1,1.297,0.455,-0.14285714285714288,-1.0,51
cf04.61.0,-0.305,-0.393,0.004415012232789452,-0.14285714285714288,17
cf04.61.1,-0.305,-0.393,-0.0708713213006533,-0.10778636357219329,17
cf04.65.0,-0.455,-0.391,-0.7999999999999999,-0.9999999999999999,54
cf04.65.1,-0.415,-0.58,-0.309090909090909,0.19999999999999998,4
cf04.81.0,-0.481,-0.333,-0.43643578047198484,-0.5,51
cf04.81.1,1.297,0.455,0.21821789023599242,-1.0,51
cf04.83.0,0.508,-0.492,-0.2515339316752805,-0.39999999999999997,51
cf04.83.1,0.508,-0.492,-0.8999999999999998,-0.9999999999999999,51
cf04.86.0,0.508,-0.492,-0.6945667492672501,-0.9999999999999999,51
cf04.86.1,0.508,-0.492,-0.7698812160552653,-0.9999999999999999,51
cf04.86.2,0.508,-0.492,-0.4267819784654187,-0.9999999999999999,51
cf04.86.3,0.508,-0.492,-0.7866177642303797,-0.9999999999999999,51
cf04.86.4,0.508,-0.492,-0.15062893357603013,-0.9999999999999999,51
cf04.86.5,0.508,-0.492,-0.5355695416036628,-0.9999999999999999,51
cf04.89.0,-1.081,-0.328,-0.11818181818181818,0.9999999999999999,37
cf04.89.1,-1.081,-0.328,-0.18181818181818182,0.9999999999999999,37
cf04.91.0,-0.658,-0.365,-0.1584159374450008,-0.9999999999999999,38
cf04.91.1,-0.55,-0.522,-0.3080309894763904,-0.9999999999999999,38
cf04.99.0,0.508,-0.492,-0.5890800118177154,-0.9999999999999999,51
cf04.99.1,0.508,-0.492,-0.2161034162538947,-0.39999999999999997,51
cf04.104.0,0.508,-0.492,-0.6359604820825305,-0.9999999999999999,51
cf04.104.1,0.508,-0.492,-0.4583178893220471,-0.9999999999999999,51
cf04.111.0,0.028,-0.45,-0.07142857142857144,-0.39999999999999997,51
cf04.111.1,-1.63,-0.434,-0.8214285714285715,1.0,4
cf04.113.0,-0.468,-0.112,0.3415514131154024,-0.9999999999999999,37
cf04.113.1,-0.468,-0.112,0.002638531611922098,-0.9999999999999999,37
cf04.116.0,-0.151,-0.391,-0.10778636357219329,-0.9999999999999999,54
cf04.116.1,-0.151,-0.391,-0.08213764616005259,-0.39999999999999997,54
cf04.120.0,-0.707,1.156,-0.34023356275241445,-0.19999999999999998,46
cf04.120.1,-0.707,1.156,-0.168686942449158,-0.9999999999999999,46
cf05.2.0,-0.339,-0.099,-0.1467644269179252,0.0,51
cf05.2.1,-0.168,0.096,0.6391759509200889,-1.0,17
cf05.3.0,0.173,-0.015,0.049518616309265656,0.5,4
cf05.3.1,-0.088,-0.021,0.39999999999999997,-0.5,12
cf05.6.0,0.75,0.251,0.3214285714285715,-0.9999999999999999,37
cf05.6.1,0.75,0.251,0.01801874925391118,-0.9999999999999999,37
cf05.9.0,0.508,-0.492,-0.11995929369858967,-0.5,51
cf05.9.1,0.508,-0.492,0.138555462200443,-0.5,51
cf05.11.0,0.22,0.024,0.3744863650667241,-0.7999999999999999,37
cf05.11.1,0.22,0.024,0.38485994858657796,-0.7999999999999999,37
cf05.12.0,0.039,-0.139,-0.39999999999999997,-0.9999999999999999,54
cf05.12.1,0.039,-0.139,-0.05486433237753418,-0.19999999999999998,54
cf05.13.0,0.391,0.086,0.14708668068350592,-0.9999999999999999,51
cf05.13.1,0.391,0.086,0.35020104459741686,-0.9999999999999999,51
cf05.16.0,-0.455,-0.391,-0.5392857142857141,-0.7999999999999999,54
cf05.16.1,-0.415,-0.58,-0.15091944287885214,0.029424494316824982,4
cf05.19.0,0.182,-0.391,0.13264698566662433,-1.0,54
cf05.19.1,0.182,-0.391,0.1907110356593725,-1.0,54
cf05.24.0,0.75,0.251,0.17573375583870185,-0.9999999999999999,37
cf05.24.1,0.75,0.251,0.21339225791815683,-0.7999999999999999,37
cf05.27.0,-0.138,-0.618,-0.3416865356836539,0.39999999999999997,4
cf05.27.1,-0.575,-0.295,-0.19999999999999998,-0.9999999999999999,19
cf05.30.0,-0.664,-0.44,0.10942299786241164,0.9999999999999999,19
cf05.30.1,-0.664,-0.44,0.10942299786241164,0.9999999999999999,19
cf05.36.0,1.297,0.455,0.1308005676806452,-0.8999999999999998,51
cf05.36.1,1.297,0.455,0.1566401471920865,-0.8999999999999998,51
cf05.40.0,0.039,0.528,-0.24325446052462998,-0.3214285714285715,54
cf05.40.1,0.22,-0.014,0.130069302005014,-0.2571428571428572,37
cf05.40.2,0.039,0.528,-0.030467917928916288,-0.3214285714285715,54
cf05.44.0,-0.239,-0.562,-0.30952380952380953,-0.5,46
cf05.44.1,-0.239,-0.562,0.19047619047619052,-0.5,46
cf05.46.0,-1.786,-0.788,-0.21534016994560784,0.5,37
cf05.46.1,-0.642,-0.319,0.12979407503570883,-0.5,37
cf05.47.0,-0.415,-0.802,-0.5286356436091444,0.39999999999999997,8
cf05.47.1,-0.415,-0.802,-0.5286356436091444,0.39999999999999997,8
cf05.48.0,0.508,-0.492,-0.9276336570439174,-0.8660254037844387,51
cf05.48.1,0.508,-0.492,-0.4033210726801758,-0.7378647873726218,51
cf05.50.0,-1.081,-0.328,0.27317109283002633,0.39999999999999997,37
cf05.50.1,-1.081,-0.328,-0.04876467061971557,0.7999999999999999,37
cf05.53.0,-0.455,-0.391,-0.19617968541047362,-0.5,54
cf05.53.1,-0.455,-0.391,-0.19617968541047362,-0.5,54
cf05.54.0,0.096,-0.391,-0.11666666666666665,-0.5,54
cf05.54.1,0.096,-0.391,-0.15,-0.5,54
cf05.56.0,-0.347,-0.442,-0.3311652372025653,0.9999999999999999,7
cf05.56.1,1.481,0.976,0.07157282470335394,-0.7999999999999999,46
cf05.56.2,-0.347,-0.442,-0.31739879357393536,0.9999999999999999,7
cf05.57.0,-0.606,-0.348,0.2991718270724953,-0.5,38
cf05.57.1,-0.606,-0.348,0.1959311713824906,-1.0,38
cf05.58.0,-1.725,-0.746,0.25036846003782287,0.5,38
cf05.58.1,0.299,-0.516,0.09131085013144127,-1.0,8
cf05.62.0,-0.415,-0.802,-0.24684142981593504,0.9999999999999999,8
cf05.62.1,-0.415,-0.802,0.021924711064618664,0.0,8
cf05.63.0,0.106,-1.155,-0.35428005334793267,-0.5,8
cf05.63.1,0.106,-1.155,-0.25467093575254973,-0.5,8
cf05.66.0,-0.415,-0.802,-0.234676366893346,0.9999999999999999,8
cf05.66.1,-0.415,-0.802,-0.234676366893346,0.9999999999999999,8
cf05.70.0,0.575,-0.243,-0.3309210800713814,-0.39999999999999997,51
cf05.70.1,0.575,-0.243,-0.3383772114466486,-0.39999999999999997,51
cf05.73.0,-0.415,-0.802,-0.29779377533478607,0.9999999999999999,8
cf05.73.1,-0.415,-0.802,-0.2034139436153096,0.21081851067789195,8
cf05.75.0,-0.528,-0.213,0.03336042478861383,0.19999999999999998,4
cf05.75.1,-0.528,-0.213,-0.06729330084208159,0.7,4
cf05.76.0,-0.576,-0.184,-0.6778302010921357,-0.5,51
cf05.76.1,-0.576,-0.184,-0.6778302010921357,-0.5,51
cf05.77.0,-0.234,-0.237,0.010811332548753534,-0.9999999999999999,46
cf05.77.1,-0.234,-0.237,0.01758897157716866,-0.9999999999999999,46
cf05.81.0,-0.522,-1.308,-0.2077647019242759,-0.7,38
cf05.81.1,-0.522,-1.308,-0.4878139466552833,-1.0,38
cf05.81.2,-0.727,-0.223,-0.08513429003081663,-0.6,38
cf05.83.0,0.707,-0.653,-0.6674025000565448,-0.5,8
cf05.83.1,0.009,-0.214,-0.40121765882884264,-1.0,17
cf05.84.0,0.575,-0.243,-0.1544054715552937,-0.9999999999999999,51
cf05.84.1,0.575,-0.188,-0.1544054715552937,-0.9999999999999999,51
cf05.87.0,0.299,-0.516,-0.65,-0.7999999999999999,8
cf05.87.1,0.299,-0.516,-0.65,-0.7999999999999999,8
cf05.87.2,0.299,-0.516,-0.5833333333333334,0.39999999999999997,8
cf06.3.0,-1.081,-0.328,-0.14285714285714288,0.9999999999999999,37
cf06.3.1,-1.081,-0.328,0.08571428571428573,0.9999999999999999,37
cf06.5.0,-0.707,1.156,-0.11904761904761905,0.9999999999999999,46
cf06.5.1,-0.226,1.156,0.5952380952380953,-0.9999999999999999,46
cf06.13.0,0.028,-0.202,-0.05454545454545456,0.9999999999999999,4
cf06.13.1,-0.573,-0.37,0.12300715284611541,-0.9999999999999999,46
cf06.13.2,0.028,-0.202,-0.36363636363636365,0.9999999999999999,4
cf06.13.3,0.028,-0.202,0.01822328190312821,0.9999999999999999,4
cf06.13.4,0.028,-0.202,-0.3826889199656924,0.9999999999999999,4
cf06.13.5,-0.573,-0.37,-0.5603659185211924,-0.9999999999999999,46
cf06.23.0,-1.691,-0.402,-0.6,0.9999999999999999,19
cf06.23.1,-1.647,-0.786,-0.5714285714285715,0.7999999999999999,4
cf06.31.0,-1.081,-0.328,0.39999999999999997,0.9999999999999999,37
cf06.31.1,-1.081,-0.328,0.39999999999999997,0.9999999999999999,37
cf06.43.0,-0.455,-0.391,-0.5030303030303029,-0.39999999999999997,54
cf06.43.1,-0.455,-0.391,-0.20122714534022437,-0.2571428571428572,54
cf06.43.2,-0.455,-0.391,-0.28484848484848485,-0.39999999999999997,54
cf06.64.0,0.391,0.086,0.20956774188597443,-0.9999999999999999,51
cf06.64.1,0.391,0.086,-0.060768567607751615,-0.6000000000000001,51
cf06.72.0,-1.182,-0.483,-0.29042921864916815,0.39999999999999997,57
cf06.72.1,-1.182,-0.483,-0.36672688375801593,0.39999999999999997,57
cf06.73.0,0.039,-0.181,-0.632455532033676,-0.9999999999999999,54
cf06.73.1,-0.228,0.137,-0.03398932093366977,0.39999999999999997,57
cf06.84.0,-0.087,-0.455,-1.0,-0.9999999999999999,51
